NAME,PRICE,CUSINE_CATEGORY,CITY,REGION,URL,PAGE NO,CUSINE TYPE,TIMING,RATING_TYPE,RATING,VOTES
Hotel Biriyani Darbar,150,Fast Food,Coimbatore,Ganapathy,https://www.zomato.com/coimbatore/hotel-biriyani-durbar-ganapathy/info,46,Quick Bites,"12noon to 4pm,7pm to 11pm(Mon-Sun)",Good,3.6,37
Eagle Boys Pizza,400,"Pizza,Italian",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/eagle-boys-pizza-1-peelamedu/info,46,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,32
Hotel Irani,400,"North Indian,Mughlai,South Indian",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/hotel-irani-rs-puram/info,46,Casual Dining,1130am to 11pm(Mon-Sun),Poor,2.1,48
The Dhaba,500,"North Indian,Chinese,South Indian",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/the-dhaba-1-rs-puram/info,46,Casual Dining,"1130am to 330pm,630pm to 1130pm(Mon-Sun)",Good,3.7,34
Hotel Royal Biryani,300,"Biryani,South Indian",Coimbatore,Podanur,https://www.zomato.com/coimbatore/hotel-royal-biryani-podanur/info,34,Quick Bites,8am to 10pm(Mon-Sun),Average,2.9,6
Amminis,150,"Mithai,Street Food",Coimbatore,Ganapathy,https://www.zomato.com/coimbatore/amminis-ganapathy/info,34,Sweet Shop,930am to 930pm(Mon-Sun),Not rated,-,-
All Grains Food Product,300,"Healthy Food,Mithai",Coimbatore,Singanallur,https://www.zomato.com/coimbatore/all-grains-food-product-singanallur/info,34,none,9am to 6pm(Mon-Sun),Not rated,-,-
Shree Maha Foods,200,Fast Food,Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/shree-maha-foods-peelamedu/info,34,Quick Bites,11am to 9pm(Mon-Sun),Not rated,-,-
Nila Restaurant,600,South Indian,Coimbatore,Thudiyalur,https://www.zomato.com/coimbatore/nila-restaurant-thudiyalur/info,34,Quick Bites,11am to 10pm(Mon-Sun),Not rated,-,-
The Cake Point,300,Bakery,Coimbatore,Sivanadha Colony,https://www.zomato.com/coimbatore/the-cake-point-sivanadha-colony/info,34,Bakery,10am to 10pm(Mon-Sun),Not rated,-,-
Fall In Cakes,200,"Bakery,Desserts,Pizza,Burger",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/fall-in-cakes-peelamedu/info,34,Bakery,10am to 10pm(Mon-Sun),Average,3.0,4
7days,150,"Bakery,Desserts",Coimbatore,Nehru Stadium,https://www.zomato.com/coimbatore/7days-nehru-stadium/info,34,Bakery,9am to 1030pm(Mon-Sun),Not rated,-,-
Ganga Mess,200,South Indian,Coimbatore,Ramanathapuram,https://www.zomato.com/coimbatore/ganga-mess-ramanathapuram/info,34,Quick Bites,7am to 10pm(Mon-Sun),Average,3.1,5
Cane Spot,150,Beverages,Coimbatore,Gandhipuram,https://www.zomato.com/coimbatore/cane-spot-3-gandhipuram/info,34,Beverage Shop,10am to 9pm(Mon-Sun),None,NEW,NEW
Eat@,250,"Fast Food,Burger,Sandwich",Coimbatore,Vadavalli,https://www.zomato.com/coimbatore/eat@-vadavalli/info,34,Quick Bites,"1130am to 1030pm(Mon,Tue,Wed,Thu,Fri,Sun)...",Not rated,-,-
Sri Krishna Sweets House,500,Mithai,Coimbatore,Race Course,https://www.zomato.com/coimbatore/sri-krishna-sweets-house-race-course/info,34,Sweet Shop,8am to 10pm(Mon-Sun),Not rated,-,-
D' Smoky Food Garage,400,BBQ,Coimbatore,Prozone Mall-- Ganapathy,https://www.zomato.com/coimbatore/d-smoky-food-garage-1-saravanampatty/info,34,Food Truck,"Closed(Mon-Fri),4pm to 11pm(Sat-Sun)",Not rated,-,-
Nala's Kitchen,350,"North Indian,South Indian,Chinese",Coimbatore,Singanallur,https://www.zomato.com/coimbatore/nalas-kitchen-singanallur/info,34,Quick Bites,"1230pm to 330pm,630pm to 10pm(Mon-Sun)",Not rated,-,-
Iyal Vanigam,250,South Indian,Coimbatore,Ramanathapuram,https://www.zomato.com/coimbatore/iyal-vanigam-ramanathapuram/info,34,Casual Dining,1230pm to 330pm(Mon-Sun),Not rated,-,-
Madurai Vilakkuthoon Hanifa Jigarthanda,100,Beverages,Coimbatore,Gandhipuram,https://www.zomato.com/coimbatore/madurai-vilakkuthoon-hanifa-jigarthanda-gandhipuram/info,29,Beverage Shop,10am to 1030pm(Mon-Sun),Average,3.1,5
Comfort Hotels,500,"North Indian,South Indian",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/comfort-hotels-rs-puram/info,29,Casual Dining,"12noon to 3pm,7pm to 1030pm(Mon-Sun)",Average,2.9,10
Famous Jigarthanda,250,"Desserts,Ice Cream",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/famous-jigarthanda-rs-puram/info,29,Dessert Parlor,10am to 1030pm(Mon-Sun),Average,3.2,10
Ayappa Sweet,150,"Mithai,Desserts",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/ayappa-sweet-rs-puram/info,29,Sweet Shop,"930am to 2pm,3pm to 9pm(Mon-Sun)",Good,3.5,5
Sausage House,650,"Salad,Continental,Sandwich,North Indian,Hot dogs",Coimbatore,Gandhipuram,https://www.zomato.com/coimbatore/sausage-house-gandhipuram/info,29,Quick Bites,"11am to 1030pm(Mon-Sat),12noon to 1030pm(Sun)",None,NEW,NEW
Lala Lassi,200,"Beverages,Ice Cream",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/lala-lassi-rs-puram/info,29,Beverage Shop,1130am to 10pm(Mon-Sun),Average,2.8,6
Ragam Cake Shop,150,Bakery,Coimbatore,Saravanampatty,https://www.zomato.com/coimbatore/ragam-cake-shop-saravanampatty/info,29,Bakery,9am to 10pm(Mon-Sun),Not rated,-,-
Kari Kulambu,300,South Indian,Coimbatore,Singanallur,https://www.zomato.com/coimbatore/kari-kulambu-singanallur/info,29,none,"11am to 3pm,6pm to 1030pm(Mon-Sat),10am to ...",Average,2.9,11
Bite Snacks & Eatery,200,"Kerala,South Indian",Coimbatore,Ramanathapuram,https://www.zomato.com/coimbatore/bite-snacks-eatery-ramanathapuram/info,29,Quick Bites,10am to 10pm(Mon-Sun),Average,3.2,5
Hotel Deliciouss,200,South Indian,Coimbatore,Saibaba Colony,https://www.zomato.com/coimbatore/hotel-deliciouss-saibaba-colony/info,29,Quick Bites,7am to 10pm(Mon-Sun),Average,3.1,11
Sri Hari Bavan,200,South Indian,Coimbatore,Ramanathapuram,https://www.zomato.com/coimbatore/sri-hari-bavan-ramanathapuram/info,29,Casual Dining,7am to 1030pm(Mon-Sun),Not rated,-,-
Eat A Lot,150,"Bakery,Desserts",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/eat-a-lot-rs-puram/info,29,Bakery,9am to 8pm(Mon-Sun),Average,3.0,8
C S Meals Hotel,300,South Indian,Coimbatore,Race Course,https://www.zomato.com/coimbatore/c-s-meals-hotel-race-course/info,29,Casual Dining,"10am to 4pm,7pm to 9pm(Mon-Sat),Closed(Sun)",Average,3.3,12
Acshayaa Homely Variety Meals,100,"Fast Food,Biryani",Coimbatore,Town Hall,https://www.zomato.com/coimbatore/acshayaa-homely-variety-meals-town-hall/info,29,Quick Bites,"6am to 10pm(Mon-Sat),12noon to 4pm(Sun)",Average,3.1,4
Green Like,300,"Beverages,Fast Food",Coimbatore,Podanur,https://www.zomato.com/coimbatore/green-like-podanur/info,29,Quick Bites,930am to 1030pm(Mon-Sun),Average,3.3,10
(Ayyappa Sweets),100,Mithai,Coimbatore,Saibaba Colony,https://www.zomato.com/coimbatore/ayyappa-sweets-saibaba-colony/info,30,Sweet Shop,10am to 9pm(Mon-Sun),Not rated,-,-
Famous Jigarthanda,400,"Desserts,Beverages,Ice Cream,Street Food",Coimbatore,Kalapatti,https://www.zomato.com/coimbatore/famous-jigarthanda-kalapatti/info,30,Dessert Parlor,10am to 1030pm(Mon-Sun),Average,3.0,7
My Food Anytime,400,North Indian,Coimbatore,Podanur,https://www.zomato.com/coimbatore/my-food-anytime-podanur/info,30,none,7am to 11am(Mon-Sun),Average,3.4,13
Mayi Foods,100,South Indian,Coimbatore,Saibaba Colony,https://www.zomato.com/coimbatore/mayi-foods-1-saibaba-colony/info,30,Quick Bites,5pm to 9pm(Mon-Sun),Not rated,-,-
Nectar Cold Pressed Natural Juice,200,"Beverages,Healthy Food",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/nectar-cold-pressed-natural-juice-rs-puram/info,30,Quick Bites,10am to 10pm(Mon-Sun),Not rated,-,-
Hotel Shri Chola,300,"Street Food,South Indian",Coimbatore,Saibaba Colony,https://www.zomato.com/coimbatore/hotel-shri-chola-saibaba-colony/info,30,Quick Bites,(Mon-Sun),Not rated,-,-
Shree Anandhaas Sweets & Snacks,200,"Mithai,Desserts,Street Food",Coimbatore,Vadavalli,https://www.zomato.com/coimbatore/shree-anandhaas-sweets-snacks-vadavalli/info,30,Sweet Shop,8am to 10pm(Mon-Sun),None,NEW,NEW
Chocolate Channel,400,Bakery,Coimbatore,Gandhipuram,https://www.zomato.com/coimbatore/chocolate-channel-gandhipuram/info,30,none,10am to 10pm(Mon-Sun),Average,3.3,7
JN Foods and Mesmerice Icecream,150,"Desserts,Ice Cream",Coimbatore,Ukkadam,https://www.zomato.com/coimbatore/jn-foods-and-mesmerice-icecream-ukkadam/info,30,Dessert Parlor,10am to 830pm(Mon-Sun),Not rated,-,-
Kandhan Kaapi,200,"Fast Food,Beverages",Coimbatore,Gandhipuram,https://www.zomato.com/coimbatore/kandhan-kaapi-gandhipuram/info,30,Quick Bites,8am to 10pm(Mon-Sun),Not rated,-,-
Cream & Fudge,300,"Ice Cream,Desserts",Coimbatore,Saravanampatty,https://www.zomato.com/coimbatore/cream-fudge-saravanampatty/info,30,Dessert Parlor,11am to 1030pm(Mon-Sun),Not rated,-,-
Sip & Flip,300,"Fast Food,Beverages",Coimbatore,Saibaba Colony,https://www.zomato.com/coimbatore/sip-flip-1-saibaba-colony/info,30,Quick Bites,9am to 10pm(Mon-Sun),Average,3.2,5
Anand Bhavan,200,"South Indian,Fast Food",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/anand-bhavan-rs-puram/info,30,Quick Bites,6am to 10pm(Mon-Sun),Average,3.1,4
Anbu Selvam Natural Foods,300,"South Indian,Chettinad",Coimbatore,Vadavalli,https://www.zomato.com/coimbatore/anbu-selvam-natural-foods-vadavalli/info,30,Quick Bites,"12noon to 4pm,630pm to 1030pm(Mon-Sun)",Average,3.2,8
Sitra Cafe,100,Bakery,Coimbatore,Sitra,https://www.zomato.com/coimbatore/sitra-cafe-sitra/info,30,Bakery,730am to 1030pm(Mon-Sun),None,NEW,NEW
Sri Periyanayagi Amman Chettinad Hotel,250,South Indian,Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/sri-periyanayagi-amman-chettinad-hotel-peelamedu/info,59,Quick Bites,7am to 11pm(Mon-Sun),None,NEW,NEW
Chutties Garden Restaurant,600,"North Indian,Chinese,South Indian",Coimbatore,Kalapatti,https://www.zomato.com/coimbatore/chutties-garden-restaurant-kalapatti/info,59,Casual Dining,11am to 11pm(Mon-Sun),Average,3.3,10
PO's Resto,200,"Beverages,Burger,Sandwich,Fast Food",Coimbatore,Saravanampatty,https://www.zomato.com/coimbatore/pos-resto-saravanampatty/info,59,Quick Bites,10am to 11pm(Mon-Sun),Average,3.2,5
Meeting Spot,250,"Fast Food,Juices",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/meeting-spot-peelamedu/info,59,Quick Bites,8am to 11pm(Mon-Sun),Average,3.3,10
Annalakshmi Foods,350,"South Indian,North Indian,Chinese",Coimbatore,Ramanathapuram,https://www.zomato.com/coimbatore/annalakshmi-foods-ramanathapuram/info,59,Quick Bites,8am to 11pm(Mon-Sun),Average,2.9,8
#Pizza,400,Pizza,Coimbatore,Singanallur,https://www.zomato.com/coimbatore/pizza-singanallur/info,59,Quick Bites,11am to 11pm(Mon-Sun),Average,3.4,10
Alam Burgers & Pastas,200,"Burger,Beverages,Pizza",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/alam-burgers-pastas-rs-puram/info,59,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
CHAASWALA (Buttermilk & Lassi's),200,Beverages,Coimbatore,RS Puram,https://www.zomato.com/coimbatore/chaaswala-buttermilk-lassis-rs-puram/info,59,Beverage Shop,12noon to 11pm(Mon-Sun),Not rated,-,-
The Sandwich Point,200,"Sandwich,Fast Food",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/the-sandwich-point-1-peelamedu/info,59,Quick Bites,8am to 11pm(Mon-Sun),Good,3.5,9
Yummy Restaurant,600,"South Indian,Kebab,Chinese,Beverages",Coimbatore,Kavundampalayam,https://www.zomato.com/coimbatore/yummy-restaurant-kavundampalayam/info,59,Quick Bites,11am to 11pm(Mon-Sun),Average,3.2,7
Zucca Burgers,500,"Fast Food,Burger",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/zucca-burgers-peelamedu/info,59,Quick Bites,1130am to 11pm(Mon-Sun),Not rated,-,-
Chennai Kulfi,100,Ice Cream,Coimbatore,Saibaba Colony,https://www.zomato.com/coimbatore/chennai-kulfi-saibaba-colony/info,59,Dessert Parlor,11am to 11pm(Mon-Sun),Average,3.3,6
On Time Biryani,250,"North Indian,Mughlai,Biryani",Coimbatore,Gandhipuram,https://www.zomato.com/coimbatore/on-time-biryani-gandhipuram/info,59,Quick Bites,"11am to 3pm,7pm to 11pm(Mon-Sun)",Average,2.9,15
Arafa Restaurant,300,"South Indian,Chinese,Kerala",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/arafa-restaurant-peelamedu/info,59,Casual Dining,11am to 11pm(Mon-Sun),Average,3.0,6
Berry Blast,250,Bakery,Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/berry-blast-peelamedu/info,59,Bakery,9am to 11pm(Mon-Sun),Not rated,-,-
Sita Paani,500,North Indian,Coimbatore,Podanur,https://www.zomato.com/coimbatore/sita-paani-podanur/info,8,Quick Bites,11am to 12midnight(Mon-Sun),Good,3.7,115
Cafe Totaram,600,"Cafe,Fast Food",Coimbatore,Race Course,https://www.zomato.com/coimbatore/cafe-totaram-race-course/info,8,Café,1230pm to 930pm(Mon-Sun),Very Good,4.2,278
Ente Keralam,750,"Kerala,South Indian",Coimbatore,Race Course,https://www.zomato.com/coimbatore/ente-keralam-race-course/info,8,Casual Dining,"12noon to 330pm,7pm to 1030pm(Mon-Sun)",Very Good,4.0,146
Grain of Salt,1200,"North Indian,Chinese,Italian,Continental",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/grain-of-salt-peelamedu/info,8,Fine Dining,"11am to 3pm,7pm to 11pm(Mon-Sun)",Average,2.8,137
Jalpaan Restaurant,900,"North Indian,Italian",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/jalpaan-restaurant-rs-puram/info,8,Casual Dining,"12noon to 330pm,7pm to 1030pm(Mon-Sun)",Very Good,4.3,328
My Place Restaurant,800,"North Indian,South Indian,Chinese",Coimbatore,Lakshmi Mills,https://www.zomato.com/coimbatore/my-place-restaurant-lakshmi-mills/info,8,Casual Dining,"12noon to 3pm,7pm to 10pm(Mon-Sun)",Very Good,4.2,350
CakeBee,600,"Bakery,Desserts",Coimbatore,Saibaba Colony,https://www.zomato.com/coimbatore/cakebee-saibaba-colony/info,8,Bakery,10am to 10pm(Mon-Sun),Excellent,4.6,329
Hangout,250,Fast Food,Coimbatore,Saibaba Colony,https://www.zomato.com/coimbatore/hangout-saibaba-colony/info,8,Quick Bites,11am to 1030pm(Mon-Sun),Very Good,4.1,229
Meat and Eat,300,Fast Food,Coimbatore,Ukkadam,https://www.zomato.com/coimbatore/meat-and-eat-ukkadam/info,8,Quick Bites,11am to 11pm(Mon-Sun),Good,3.7,127
Four Cups Fusion Veg Dining,1000,"North Indian,Chinese",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/four-cups-fusion-veg-dining-rs-puram/info,8,Casual Dining,"12noon to 3pm,7pm to 1030pm(Mon-Sun)",Very Good,4.1,201
Exxpress Chicken,300,"North Indian,Chinese",Coimbatore,Thudiyalur,https://www.zomato.com/coimbatore/exxpress-chicken-thudiyalur/info,8,Quick Bites,11am to 11pm(Mon-Sun),Good,3.5,171
Keventers,400,"Beverages,Ice Cream,Desserts",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/keventers-peelamedu/info,8,Beverage Shop,11am to 11pm(Mon-Sun),Very Good,4.1,72
Chillum Cafe,500,"Cafe,Fast Food",Coimbatore,Kalapatti,https://www.zomato.com/coimbatore/chillum-cafe-kalapatti/info,8,Café,11am to 11pm(Mon-Sun),Very Good,4.2,114
Aroma Bakery,300,"Bakery,Fast Food",Coimbatore,Race Course,https://www.zomato.com/coimbatore/aroma-bakery-1-race-course/info,8,Bakery,6am to 10pm(Mon-Sun),Very Good,4.1,98
Kannamma Thattu Kadai,400,"Chinese,North Indian,South Indian",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/kannamma-thattu-kadai-peelamedu/info,8,Casual Dining,730am to 10pm(Mon-Sun),Very Good,4.0,81
Inbox Cafe,200,Cafe,Coimbatore,Sitra,https://www.zomato.com/coimbatore/inbox-cafe-sitra/info,52,Quick Bites,10am to 11pm(Mon-Sun),Average,3.3,7
Subanna Biriyani,400,South Indian,Coimbatore,Thudiyalur,https://www.zomato.com/coimbatore/subanna-biriyani-thudiyalur/info,52,Quick Bites,11am to 11pm(Mon-Sun),Good,3.6,21
Baskin Robbins,300,"Ice Cream,Desserts",Coimbatore,Brookefields Mall-- RS Puram,https://www.zomato.com/coimbatore/baskin-robbins-rs-puram/info,52,Food Court,11am to 11pm(Mon-Sun),Good,3.5,22
Snow Bucks,200,Beverages,Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/snow-bucks-peelamedu/info,52,Beverage Shop,930am to 11pm(Mon-Sun),None,NEW,NEW
The Italian Night Restaurant,400,"Fast Food,Italian",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/the-italian-night-restaurant-peelamedu/info,52,none,6pm to 6am(Mon-Sun),None,NEW,NEW
Cheng's,500,"Chinese,Momos",Coimbatore,Brookefields Mall-- RS Puram,https://www.zomato.com/coimbatore/chengs-rs-puram/info,52,Food Court,11am to 11pm(Mon-Sun),Average,2.5,20
Dosa Hub,250,South Indian,Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/dosa-hub-1-peelamedu/info,52,Quick Bites,6pm to 11pm(Mon-Sun),Good,3.6,14
Food Center,500,"Chinese,North Indian",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/food-center-peelamedu/info,52,Casual Dining,11am to 11pm(Mon-Sun),Average,2.7,17
Shakilicious,200,Beverages,Coimbatore,Ganapathy,https://www.zomato.com/coimbatore/shakilicious-ganapathy/info,52,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,9
Hotel Appa Kutty Rawther Biriyani,200,"Biryani,Fast Food",Coimbatore,Ukkadam,https://www.zomato.com/coimbatore/hotel-appa-kutty-rawther-biriyani-ukkadam/info,52,Quick Bites,1230pm to 12midnight(Mon-Sun),Average,3.4,13
DMF Restaurant,400,"South Indian,North Indian",Coimbatore,Singanallur,https://www.zomato.com/coimbatore/dmf-restaurant-singanallur/info,52,Casual Dining,11am to 11pm(Mon-Sun),Good,3.6,20
Hotel Chola,250,Fast Food,Coimbatore,Kavundampalayam,https://www.zomato.com/coimbatore/hotel-chola-kavundampalayam/info,52,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.3,9
Bhojan,400,"South Indian,North Indian,Kerala",Coimbatore,Saibaba Colony,https://www.zomato.com/coimbatore/bhojan-saibaba-colony/info,52,Casual Dining,12noon to 11pm(Mon-Sun),Average,3.4,25
Chettinese Combo Restaurant,300,"South Indian,Chinese,Chettinad",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/chettinese-combo-restaurant-peelamedu/info,52,Quick Bites,11am to 11pm(Mon-Sun),Average,3.3,18
AM Bakes,200,Bakery,Coimbatore,Ukkadam,https://www.zomato.com/coimbatore/am-bakes-ukkadam/info,52,Bakery,10am to 11pm(Mon-Sun),Not rated,-,-
Bai Biriyani Corner,300,"South Indian,Biryani",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/bai-biriyani-corner-1-rs-puram/info,69,Quick Bites,1230pm to 11pm(Mon-Sun),None,NEW,NEW
Ajesh Mess,350,"South Indian,Chinese,North Indian",Coimbatore,Saravanampatty,https://www.zomato.com/coimbatore/ajesh-mess-saravanampatty/info,69,Quick Bites,"7am to 1030am,11am to 4pm,6pm to 1130pm...",Not rated,-,-
Fish Foodie Club,400,Seafood,Coimbatore,Kavundampalayam,https://www.zomato.com/coimbatore/fish-foodie-club-kavundampalayam/info,69,Casual Dining,,None,Opening,Opening
Smoke Atho Street,200,Burmese,Coimbatore,Vadavalli,https://www.zomato.com/coimbatore/smoke-atho-street-vadavalli/info,69,Quick Bites,430pm to 11pm(Mon-Sun),None,NEW,NEW
Ambur 5 Star Bantari Biriyani Centre,200,"Biryani,South Indian",Coimbatore,Vadavalli,https://www.zomato.com/coimbatore/ambur-5-star-bantari-biriyani-centre-vadavalli/info,69,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Hopes Shakes & Pizzas,200,"Beverages,Pizza",Coimbatore,Peelamedu,https://www.zomato.com/coimbatore/hopes-shakes-pizzas-peelamedu/info,69,Quick Bites,8am to 1am(Mon-Sun),None,NEW,NEW
Kovai Kozhi Idly,200,South Indian,Coimbatore,Saravanampatty,https://www.zomato.com/coimbatore/kovai-kozhi-idly-saravanampatty/info,69,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Blue Whale Restaurant,200,"South Indian,Seafood",Coimbatore,Saravanampatty,https://www.zomato.com/coimbatore/blue-whale-restaurant-saravanampatty/info,69,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Nalan Hotel,350,"Chinese,South Indian",Coimbatore,Singanallur,https://www.zomato.com/coimbatore/nalan-hotel-singanallur/info,69,Quick Bites,7am to 11pm(Mon-Sun),Not rated,-,-
Kovai Kapi House,200,"Beverages,Fast Food,Healthy Food",Coimbatore,Gandhipuram,https://www.zomato.com/coimbatore/kovai-kapi-house-gandhipuram/info,69,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Annai Unavagam,400,"North Indian,South Indian",Coimbatore,Podanur,https://www.zomato.com/coimbatore/annai-unavagam-podanur/info,69,Quick Bites,10am to 11pm(Mon-Sun),None,NEW,NEW
Late Night Biriyani,200,"South Indian,North Indian",Coimbatore,Saravanampatty,https://www.zomato.com/coimbatore/late-night-biriyani-saravanampatty/info,69,none,6pm to 3am(Mon-Sun),None,NEW,NEW
Kovai Rajbhavan,250,South Indian,Coimbatore,Town Hall,https://www.zomato.com/coimbatore/kovai-rajbhavan-town-hall/info,69,Quick Bites,7pm to 11pm(Mon-Sun),None,NEW,NEW
Super Star Kitchen,300,"South Indian,Biryani",Coimbatore,Gandhipuram,https://www.zomato.com/coimbatore/super-star-kitchen-gandhipuram/info,69,none,"830am to 330pm,6pm to 230am(Mon-Sun)",None,NEW,NEW
Food Express,150,"North Indian,Fast Food,Beverages",Coimbatore,Ukkadam,https://www.zomato.com/coimbatore/food-express-ukkadam/info,69,Quick Bites,11am to 11pm(Mon-Sun),None,NEW,NEW
Poongodi Hotel,0,"Chettinad,Chinese,South Indian",Coimbatore,Podanur,https://www.zomato.com/coimbatore/poongodi-hotel-podanur/info,67,Quick Bites,7am to 11pm(Mon-Sun),Not rated,-,-
Adengappa Chettinad,300,"South Indian,Biryani",Coimbatore,Ukkadam,https://www.zomato.com/coimbatore/adengappa-chettinad-ukkadam/info,67,Quick Bites,7am to 11pm(Mon-Sun),Not rated,-,-
Real Bakes,200,Bakery,Coimbatore,Ramanathapuram,https://www.zomato.com/coimbatore/real-bakes-ramanathapuram/info,67,Bakery,11am to 11pm(Mon-Sun),Not rated,-,-
Ovenstory Pizza,800,"Pizza,Fast Food",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/ovenstory-pizza-rs-puram/info,67,none,11am to 1am(Mon-Sun),Not rated,-,-
Ice Berry,250,"Beverages,Bubble Tea,Fast Food",Coimbatore,RS Puram,https://www.zomato.com/coimbatore/ice-berry-rs-puram/info,67,Beverage Shop,12noon to 11pm(Mon-Sun),None,NEW,NEW
Kites Sip n Gulp,250,Beverages,Coimbatore,Town Hall,https://www.zomato.com/coimbatore/kites-sip-n-gulp-town-hall/info,67,Beverage Shop,9am to 12midnight(Mon-Sun),Not rated,-,-
